	Domain	Phylum	Class	Order	Family	Genus	Species
cea04382a19e2b1cf55041dac2d5c946	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	
abcdf7251139e63bf49cd10cf6eb7257	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	
e67186eb0bd56a466b154c03067339a2	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	unculturedbacterium
3e25d0eadca61318ee9cd056387b27f7	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	metagenome	metagenome
7231f7563c208390a607b76781a68dbb	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	unculturedbacterium	unculturedbacterium
9940e4b7c29b4e4a12a293dd9bc9af5e	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured		
bd262efb93f31c710b226369bc85a408	Bacteria						
783acb5e09486490c40c1fc46afe9193	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Planctomicrobium	unculturedsoilbacterium
37ba1b3c3e61d1aa06efb94457bb680f	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured	unculturedbacterium
182a92a8175d24adc9035cbbc0cb0c26	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	CandidatusChloroploca	unculturedbacterium
800cd3c4dfe500ef8afe38d8bcd5baef	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
23cb2fdcc9f1d9997b0e12c251adf9b1	Bacteria						
60f7a8e48f6a658eacf8ca80643e660e	Bacteria						
0f748716a8593f7637ea19fa8951eef2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium5	
21bec4d31f6480f0c9e63d2e0a59cdb7	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	
32976fba0b28393f8762c4229d2b1951	Bacteria	Patescibacteria	Parcubacteria				
51dff6628634628c17655100a5e79fc5	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
987101c0f6b9d7e7505512951ea23398	Bacteria	Firmicutes	Bacilli	Bacillales	uncultured	unculturedbacterium	unculturedbacterium
d122ad9eea4bb7c54cc76334ce0e0126	Bacteria	Patescibacteria	Parcubacteria				
73cb61e3627d7000444f4071f176b677	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	
1899fb8e66729686aac1a254a642928d	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4lineage	unculturedPirellulasp.
51f8a1bda24924dfa7e8b681ccb7f889	Bacteria	Planctomycetes	Planctomycetacia	uncultured			
593ad6f7ae7e7e914df0fa462658763d	Bacteria						
722c7246b20e7a5b4168d52716f7fd48	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
f2e04b6347c80a0cde50f447c6615e18	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
8fab864f45ba505b212b27ac6db02fc5	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	unculturedbacterium	unculturedbacterium
e7965a895dea2c2d40a732990c67013e	Bacteria	Chloroflexi	KD4-96				
f99b3246f13d79c3466cf7c952bb8898	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	uncultured	unculturedbacterium
781f183b6aa8fc5ebf3adafe9652f543	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	[Agitococcus]lubricusgroup	
56a58aeca0a8d93c578e37c09f8211bb	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	unculturedbacterium	unculturedbacterium	unculturedbacterium
0db0c0bcb0372e364d3b580dc4ecc8c5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured	Ambiguous_taxa	Ambiguous_taxa
01e051e1d34956f484cdda7938d4c725	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum	metagenome
e30816e9cb0e89c6fa716077a85a75f0	Bacteria	Patescibacteria	Parcubacteria				
28fc093247f86e2d4d22dad68e5d09bb	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
5eea8f8480a2c63893c4b8c570535eec	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	
b43e447bb98c3fa85b16e892960b5c2c	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae		
6e9844885abee0e3e7932078d67cd67b	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae		
511b3ffbe6085e943099f0d308cec4b5	Bacteria	Patescibacteria	Gracilibacteria	CandidatusPeribacteria	metagenome	metagenome	metagenome
adabf4f3a2a7cee1b524513accf7e25a	Bacteria	Cyanobacteria	Melainabacteria	Obscuribacterales			
b2119057306ec7b445ab3c58bbaa04f6	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	unculturedbacterium
24304a184105ee00d523a6eddbc1bee3	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales(SR1)			
34df0c9d769108b31195699c828bacb6	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae		
f8667fc9d910bbce95ec3b46d9ed129a	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9marinegroup		
ab68992e7c2005c42ec11d3050a53b08	Bacteria						
6d6b473da8b72ecf7681789501fb3c70	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	CandidatusAlysiosphaera	unculturedbacterium
ed890551c42fea897325edcc847f2150	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter	
4296b7f9ed608e18ac8d3b201c40805c	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	metagenome	metagenome
f63d0f91702f4ea924f5a1ca563ac465	Bacteria	Dependentiae	Babeliae	Babeliales	unculturedbacterium	unculturedbacterium	unculturedbacterium
b7ee86a24561ee3c2da94dc07d1003ab	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
f3ee6597e842fb1961db2a37c2b306fa	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ralstonia	
6372f5828c10049d8c4d4745bb58db9c	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Ambiguous_taxa
08758a025dc358589d5a50118ad69732	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Lacihabitans	unculturedbacterium
f6c9ae92b2ee7cecf0c5b37410d710f7	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured	metagenome
9fb7960f9a1639969bbcebe066b19940	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
62a9827580d9bcc5f4ca84e6eec74e85	Bacteria	Patescibacteria	Parcubacteria	CandidatusKaiserbacteria	unculturedprokaryote	unculturedprokaryote	unculturedprokaryote
eee77fc21fbfedf70ce1c2d1dc1251fc	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	
985164eb0c25b935d04d0d7c75495197	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Clostridiumsensustricto1	unculturedbacterium
71d129e6666ab7cbb098f8dda217375f	Bacteria	Patescibacteria	Parcubacteria	CandidatusAdlerbacteria			
352a70ac1b5d65a8468e12e86f6cc644	Bacteria						
d8581bfc55044696a93a0701e9e5a3dd	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
14822d8d2ddc05e5ee8a24417525a60b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	unculturedbacterium
0f447b1bb23d54497abcf1a80da7176d	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
2e35eda7e0aeaa30af4d12a2d27b18a5	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Rudanella	unculturedbacterium
3c7730cf37956dd110899125e6ed69ec	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured	uncultureddeltaproteobacterium	uncultureddeltaproteobacterium
d89c3dec5c2ff0a3dc34f3f5c6f138a7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
4f05edce7bd7977fc605d6bbe6c66da9	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	
42740b2b5522f8c854e6401098b9972e	Bacteria	Dependentiae	Babeliae	Babeliales			
b463a4949c559f23ddf48cd5fd7a62b9	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	
22c002a33e7dc104c3c7ac8d6f3f2bc3	Bacteria						
5a3b400ffb879cb98a9460ff471344d3	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	CandidatusSaccharimonas	unculturedbacterium
530235c753c29d52313391744ac3bcce	Bacteria	Patescibacteria	Parcubacteria				
718bc12b879355478035e17bb79a2b9d	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
64b402412fb97756029ee4533b2c39ff	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	unculturedbacterium
37b7d4e6e97ace2ad335ff4149e1eb08	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	
388f7091b35dc9b202c1256aba72e523	Bacteria	Patescibacteria	Parcubacteria				
16aa26d05b005ca17e9716526075b31b	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	uncultured	
f56cbce53e068823f7e945446efa70bd	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
6e3d7251c20bb59204fa3187f9834a70	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
7f9239a2900cf0cb87ccaf16f96adcce	Bacteria	Proteobacteria	Alphaproteobacteria				
1d9611b9172c1530dbf505b234dfe8c2	Bacteria	Proteobacteria	Gammaproteobacteria				
c4e449318c9b692741994d1da6b74927	Bacteria	Patescibacteria	Parcubacteria	unculturedParcubacteriagroupbacterium	unculturedParcubacteriagroupbacterium	unculturedParcubacteriagroupbacterium	unculturedParcubacteriagroupbacterium
b3dc0946a27aa9dbe9d15b790ebebb42	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	unculturedbacterium
e1834d9aa7a837150d62876989ad0f9e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
e8067627cf96910b7de699f0eb7a9cf2	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	
c8885ef747a2a97af9197c7bd9ec995c	Bacteria	Patescibacteria	Gracilibacteria	Gracilibacteriabacteriumcanineoraltaxon394	Gracilibacteriabacteriumcanineoraltaxon394	Gracilibacteriabacteriumcanineoraltaxon394	Gracilibacteriabacteriumcanineoraltaxon394
6a003d9c746dba57127cf4f146e3e349	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	uncultured		
cc52259a9d8c58d53d5459e1709bad2f	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	
b0f55750327a28fe7fa2d0938f55013f	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacterlwoffii
f2f3258f9a23445314c431f849445f24	Bacteria						
db6e38065bb2c27cc459ea7339b19d9e	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	
c112bf7b015e3e905313a0790208c407	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	PrevotellaceaeNK3B31group	unculturedbacterium
70c4a55be194095c94a9f1da63a52b16	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	37-13	metagenome	metagenome
f9190e42973b38a55eed1392cc00151d	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	uncultured		
dfc8779da167aef69a84d29aa6d7298a	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
356a2f92e68510335acb7ff89e1a58ba	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	unculturedbacterium
c20e2183012d0c1129ecb70c01ddf943	Bacteria	Spirochaetes	Spirochaetia	Brevinematales	Brevinemataceae	Brevinema	unculturedspirochete
0e61071f58bfa6eb8e75d9f18ba08618	Bacteria	Proteobacteria	Alphaproteobacteria				
e037fe715f83cff7fa385e5ab33e272f	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
b0823985a3c6483050dbdf38a7263e0e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
7a84df466c6dd7aac8501de8e6f335f8	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	unculturedverrucomicrobiumDEV064	unculturedverrucomicrobiumDEV064
1468453a55dc75637bafa114077e0767	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	
995ed7d0b2088dced56a2344d98644c3	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
fcddff1ce8660894c1d9907c5852fb6d	Bacteria						
ff905073156d1f2d9c719541ac8130dc	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales			
11acc8bbb8ddbf42d8ce1779593c1418	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Comamonas	
340fff448710c6a6edbed7a9b41da116	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	RuminococcaceaeUCG-014	
f560ffcea6870d9ebc164cfd79bdbf22	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Clostridiumsensustricto1	unculturedbacterium
df0f4378befb17040b9db3215ea17b36	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9marinegroup	metagenome	metagenome
a1c551f223837bc25c09c6fba72d0c0c	Bacteria	Patescibacteria	Parcubacteria	unculturedbacterium	unculturedbacterium	unculturedbacterium	unculturedbacterium
517e95df31138c2d9a0e889e89ee7290	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	37-13		
139c8ae77cd90ba291f461a405523d14	Bacteria						
c0382d9fc908f5bba392221722676340	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	
a21fa79ca015ba02900ff2a437cc8da4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	
2a5bfe608c4a7997c6310e0c14a11153	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564sedimentgroup		
604a10453dd07c6e41ba9be7aaec6630	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Pseudarcicella	
572dd86bc2e3b4ff89faecf98678c09d	Bacteria	Firmicutes	Clostridia	Clostridiales	ClostridialesvadinBB60group	unculturedbacterium	unculturedbacterium
b388426a5f070c50c7ed5efc004e466e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillusbrevis
cfda87b409cb4a38cb09bf23357bb9d5	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Ileibacterium	unculturedbacterium
6c9a15c0c71535860b778b0b31cf380a	Bacteria	Patescibacteria	Parcubacteria				
f4d06c3e19e3e41916fc18d8a6585bb7	Bacteria	Proteobacteria	Gammaproteobacteria	CCM19a			
62f58b01c9a56fe95cbe826e786c77eb	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
52bf95fb707ed1c6b0341a02b5b4a49e	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	
62a25f21384a96fbfa9a54f8a3f601ea	Bacteria	Omnitrophicaeota	unculturedbacterium	unculturedbacterium	unculturedbacterium	unculturedbacterium	unculturedbacterium
d8e48a97cbb4735b7c453a844843b912	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	unculturedbacterium
4f87ae7c16282b1f4b76d133e220b191	Bacteria	Patescibacteria	Parcubacteria	CandidatusNomurabacteria			
ed09360d0f66d97df1c0ee4e33188c63	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella9	
752dfb0213bcd70869bed5b828cdd817	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	
c1ab6a13d135dbcdd4f8cb36727e6ddc	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	PrevotellaceaeNK3B31group	unculturedPrevotellasp.
17211a071752406067564428d3f75796	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	
31eea0a0c8a4bad75dfc5544ae3b9ae3	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Arcobactercryaerophilus
d4227e969ecfbb51cacd83ecb67f4721	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
004324914beee63c24180fba0e2e964b	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	uncultured	unculturedprokaryote	unculturedprokaryote
0fb5fcf008f42f153b0e59be9b17dee4	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
60d34be33660f9be6da1b9513db0e3e5	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Zoogloea	
9ab1bc797a46c3eaefd235a561544676	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	unculturedbacterium	unculturedbacterium	unculturedbacterium
91e70db55d2bb9224a2ae07d837336fc	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	unculturedbacterium
aa35e9ae18101111e26596ae66b7b7e3	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9marinegroup		
14217feb448d89136b182857e1786ffa	Bacteria						
06e0899e92ee219581cc8456c83d2caa	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	
9ea75dbb478034f96d5cb9c8cf91b80e	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
58b9c97c3c4a4cff82e5c029574ba2a7	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	uncultured	unculturedbacterium
14f0072761a037378e58fb408ff5a20f	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	metagenome	metagenome
4c1133b43934a73a4f3b8b3475b2eba4	Bacteria	Firmicutes	Clostridia	Clostridiales			
fef60ed5c04bd3f1c79d42eab60c48a5	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	37-13	metagenome	metagenome
4a5bafe5a3a7c0b0d6940c5a9db96385	Bacteria	Actinobacteria	Actinobacteria	PeM15			
67140c76130c231a96ddf3eb0f8e01fb	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	
17eb7817f1abbc3a1f9872e67c68dbda	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
67c5ee583d3d0f9965ecdff87dada5cd	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	
503764a3a1ec0a00d8d4d63a032da78a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
ecf90cd80ffcc5b8248e560fbe028203	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Emticicia	Ambiguous_taxa
f2a609f4cb207b64b64a2b6404ac0e67	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	unculturedbacterium
0f3c6186c2d4ba5b0f1548c75514031b	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured	unculturedAquiflexumsp.
bb2a57b2c46ff86d91b989435ec0d207	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
38e88f8f87ec40f6ed9c61eadffc4553	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	
a19f76bf492d87ba4b9659a4e3ca652e	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	
15c0adb5599bf198591d5aa7c0ac4912	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	uncultured	unculturedbetaproteobacterium
45f792e4b129e1993b03c7b983ce249a	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	
d4bc3e4c4be43bafe4fa274dc6cdd21f	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	Ambiguous_taxa
82d7c807a11f07142aefd19da2e7b240	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9marinegroup		
3f362cf3c7fd4b091489160ac3ee1131	Bacteria	Actinobacteria	Acidimicrobiia				
c2e5bb97f63e9ffad55fe5b9ae1d37b6	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae		
ee35a44c6be709c0f77bc136f2732a43	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Ambiguous_taxa
2ea65da321a7b03c1eccaa56d6edd880	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
1bc711c88bbe06e7c3266ca133b809d1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	LachnospiraceaeUCG-006	
6a13f9e84e3cd52b1c96920b06012aba	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
cf399a3f8b8a1254b8f9431298b32507	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	
1e8a4901f561bc871394e7c09ec0529e	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
e225b4ccec0e9f53f141ff977ca39331	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
08b270a653c7c8119421fb3ad0aad355	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium9	bacteriumenrichmentculturecloneM244
b2c7461b2c7392a6193eaef99458b49e	Bacteria						
e3d36c76953c69f5c5f734f3e4b2191c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
ce5aaeafdddc6159b06715138fff55b8	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12marinegroup		
35e24cfa56ca16d8c6a9324f5e37e755	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
6f028d590f41334784143875128b4b5d	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	
96e15ad75ac57dfa50ad2ba060527940	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
741a085ab34f33e2afbb47d53bca4f6e	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	
cbccaa33c245102bc4767e3d1a3edf55	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	
340abaa8abeb94ad59fb71611559c1c7	Bacteria	Proteobacteria	Alphaproteobacteria				
8163489fc7c7dbe405f3309c465c4640	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	
a862c27b72a4352b74d07e9ec4053d8a	Bacteria						
17cd95900529cd24593a8b6dbe7c6577	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
78be4407abd0fb6f8a7477a1cc7947e6	Bacteria	Patescibacteria	Parcubacteria	CandidatusVogelbacteria	unculturedbacterium	unculturedbacterium	unculturedbacterium
f0a671c41a94f82ba4bd48ba0f69b350	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	
db8320f5fc2e0990bc870820047f6d53	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
ff89fec2bf8a6fcec11fed1b61a9938c	Bacteria	Patescibacteria	Parcubacteria				
21e29d09cbaf8debcab6c4554d71e513	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	
13ab8d9cd7bd71e318b934114158e78d	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	
cf998542ceb51a48acd67042f5aaba1f	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	uncultured	unculturedbacterium
2fc235e665a05ccfdcb4878186197741	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	unculturedbacterium	unculturedbacterium
e18efa401af9eb354bdaa9b60f1492b2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella9	
8bbbdf25787aa7cfde04cdb788ac10c9	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Schlesneriaceae	Planctopirus	unculturedbacterium
a3e94ff0f63e5775b2b6fcde074d0f75	Bacteria	Dependentiae	Babeliae	Babeliales	metagenome	metagenome	metagenome
314840da7158425581e3461cc4bf5f93	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	unculturedbacterium	unculturedbacterium
510c48f4ab15500c5136a6a82c2ed1ed	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	unculturedbacterium	unculturedbacterium
5124dae5f84624e1656a41674b58d3b1	Bacteria						
9ac36f187ed0ee00952afbc26cd237b4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillusmucosae
9b0dafd58c7e454133712f89887d5353	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	unculturedbacterium	unculturedbacterium
f5d262257334f989522fc254da6ec763	Archaea	Crenarchaeota	CrenarchaeotaIncertaeSedis	Aigarchaeales	Caldiarchaeaceae	CandidatusCaldiarchaeum	unculturedcrenarchaeote
ab1276cf85a51b78a7782aa508436cb3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	
087eeec6d02c4062cdddfce338c2ab87	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
302afe741bebdebb677a6f1d353510f6	Bacteria						
0dd91d1783e0fc521b10ec7ded70998a	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
